learning_time,midterm_grade,attendance_rate,homework_completion,pass_fail
7,59,67,42,1
2,35,32,84,-1
2,76,93,95,1
3,40,41,95,1
1,91,42,85,1
7,53,55,31,1
6,64,87,58,1
2,36,53,54,-1
1,39,85,52,-1
8,53,59,31,1
6,77,85,91,1
6,83,53,66,1
4,32,72,45,1
7,44,67,75,1
2,52,31,48,-1
1,76,64,39,-1
3,67,77,76,1
6,60,30,56,1
3,67,78,47,1
7,82,84,80,-1
4,35,40,73,1
6,52,33,66,1
3,99,35,90,1
5,80,79,91,1
2,87,84,55,1
7,63,58,31,1
7,79,45,90,1
7,94,89,59,-1
7,79,64,47,1
5,43,74,46,1
3,94,83,71,1
2,86,35,91,1
4,63,97,92,1
7,33,78,82,1
2,63,56,97,1
6,97,55,38,1
2,67,39,66,1
3,54,74,95,1
7,77,60,61,1
4,47,49,76,1
5,39,37,50,1
4,33,57,31,1
2,39,65,98,1
8,76,47,98,-1
8,50,99,54,-1
8,40,44,83,1
1,81,52,70,1
4,37,41,61,1
3,37,44,78,1
3,96,92,74,1
6,42,40,61,1
8,65,33,80,1
5,81,70,48,1
8,36,43,71,1
5,66,93,60,1
8,68,94,33,-1
4,93,47,43,1
6,89,77,93,-1
6,87,86,76,-1
8,87,44,33,1
5,90,88,87,1
4,85,87,31,1
6,41,63,34,1
2,54,79,45,1
2,51,65,30,-1
4,99,35,35,1
7,46,36,47,1
4,76,82,43,1
5,75,46,54,1
3,99,66,63,1
4,81,39,44,1
4,81,80,42,1
3,59,38,31,1
3,34,51,60,1
5,42,36,75,1
1,45,79,33,-1
5,94,65,86,1
3,76,82,47,1
8,73,91,95,-1
2,43,82,73,1
8,87,69,51,-1
8,62,54,60,1
6,67,41,96,1
5,75,79,99,1
7,99,88,33,-1
5,70,47,90,1
6,85,57,80,1
4,63,69,48,1
7,66,87,44,1
8,89,62,85,-1
3,94,49,31,1
8,63,59,79,-1
2,81,90,64,1
7,38,37,79,1
8,94,53,58,-1
2,77,81,79,1
1,47,32,52,-1
7,52,55,63,1
4,97,86,37,1
6,71,35,86,1
6,51,84,56,1
5,98,97,85,-1
6,58,49,95,1
5,73,46,80,1
6,64,68,81,1
8,82,35,70,1
5,86,91,98,1
4,43,66,64,1
6,48,69,67,1
7,62,47,63,1
6,39,61,53,1
4,90,85,57,1
8,81,62,37,-1
2,45,96,59,1
7,70,50,92,1
7,55,56,67,1
3,93,60,98,1
5,38,61,63,1
2,37,91,52,1
3,89,66,83,1
5,60,62,90,1
1,98,43,79,1
8,40,96,88,-1
8,39,33,78,1
3,32,57,62,1
8,85,65,44,-1
5,50,94,58,1
1,95,51,49,1
6,49,91,62,1
7,40,32,47,1
7,64,79,84,1
7,57,88,65,1
7,62,86,64,1
3,64,64,33,1
6,56,33,93,1
7,60,95,37,1
4,40,80,52,1
5,58,87,31,1
4,57,82,32,1
5,57,43,69,1
6,84,47,48,1
1,75,80,66,1
3,73,51,50,1
7,60,70,76,1
7,56,56,81,1
3,71,31,81,1
8,51,94,36,-1
3,55,64,68,1
3,90,36,34,1
2,67,58,34,1
2,44,88,66,1
5,34,44,45,1
6,87,73,33,1
3,32,95,51,1
4,50,34,76,1
8,99,86,35,-1
7,66,93,84,-1
7,46,38,70,1
3,99,60,90,1
1,91,42,84,1
8,60,95,66,-1
8,44,71,81,1
1,56,90,74,1
6,63,56,37,1
2,54,60,90,1
7,83,69,37,1
8,49,57,74,1
6,42,79,47,1
5,39,59,79,1
5,44,44,34,1
5,73,60,80,1
8,51,51,97,1
5,73,73,34,1
6,92,48,75,1
3,88,69,71,1
5,43,54,98,1
3,86,68,71,1
1,91,57,74,1
1,70,98,54,1
6,58,69,46,1
4,30,35,44,-1
6,31,99,49,1
4,81,89,50,1
2,58,62,58,1
1,31,61,51,-1
7,79,59,97,-1
7,31,73,32,1
7,74,48,59,1
4,36,70,38,1
1,82,54,59,1
2,62,81,79,1
1,47,60,59,-1
6,30,34,41,1
4,74,55,58,1
6,92,31,62,1
6,84,51,40,1
8,45,36,54,1
7,63,79,52,1
1,93,53,52,1
3,75,36,64,1
5,96,84,81,1
8,59,53,35,1
5,99,96,37,1
6,58,33,95,1
5,68,68,40,1
6,63,33,90,1
4,45,37,48,1
6,59,78,86,1
4,78,65,37,1
2,39,64,95,1
6,81,98,40,1
8,98,63,87,-1
8,91,31,37,1
2,62,65,59,1
8,80,46,81,-1
8,55,74,43,1
7,42,40,73,1
7,67,43,69,1
4,32,81,91,1
5,44,62,60,1
8,60,75,86,-1
2,78,74,84,1
4,91,47,72,1
8,86,41,93,-1
4,84,99,43,1
1,31,93,57,-1
8,68,69,42,1
7,72,30,77,1
7,71,49,48,1
5,74,91,48,1
8,35,95,92,-1
7,53,36,65,1
8,73,64,31,1
8,66,63,50,1
4,61,75,92,1
5,75,60,47,1
1,90,58,60,1
8,72,84,98,-1
2,43,36,57,-1
5,62,34,31,1
7,67,99,68,-1
1,97,97,63,1
1,49,45,36,-1
3,97,60,83,1
2,90,88,35,1
7,73,56,64,1
2,43,39,64,-1
2,92,36,30,1
5,96,92,39,1
1,62,58,61,-1
6,39,71,32,1
2,71,42,87,1
8,53,41,30,1
6,75,43,37,1
7,50,86,96,1
4,82,37,83,1
2,73,73,83,1
2,49,73,90,1
1,91,38,96,1
4,37,90,87,1
2,94,61,68,1
2,86,51,87,1
6,53,45,75,1
