learning_time,midterm_grade,attendance_rate,homework_completion,pass_fail
6,67,53,93,1
5,42,95,35,1
2,79,82,84,-1
8,35,67,70,1
5,86,33,54,-1
3,44,50,76,-1
8,74,40,80,1
6,37,86,89,1
2,91,68,33,-1
7,31,90,53,1
8,78,78,60,1
7,73,35,59,1
6,84,73,77,1
7,83,62,33,1
2,57,79,74,-1
3,74,97,55,1
8,41,53,66,1
2,82,87,83,-1
3,30,44,55,-1
6,60,57,64,1
2,71,74,35,-1
5,50,63,95,1
8,81,45,39,1
3,39,78,58,-1
6,69,79,59,1
6,51,68,99,1
2,90,40,61,-1
4,32,39,83,-1
5,40,78,55,-1
1,42,40,69,-1
1,75,33,39,-1
4,87,63,51,1
2,80,90,33,-1
3,47,80,58,-1
2,89,97,77,1
8,37,45,57,1
5,59,85,36,1
8,37,92,75,1
6,83,40,74,1
3,66,96,34,-1
1,94,41,83,-1
5,69,97,35,1
3,30,97,92,-1
3,33,41,66,-1
6,94,44,60,1
7,38,51,77,1
6,33,73,55,1
8,30,43,81,1
2,94,76,48,-1
1,92,85,34,-1
6,69,45,46,1
3,74,50,74,-1
8,98,65,89,1
2,56,37,31,-1
7,46,95,48,1
8,48,48,87,1
3,42,48,53,-1
1,65,59,81,-1
8,65,64,73,1
7,88,48,69,1
8,54,45,41,1
3,97,79,47,1
3,74,91,78,1
6,37,39,67,-1
5,72,49,88,1
4,67,48,40,-1
8,85,96,47,1
7,74,98,61,1
5,81,75,32,1
5,48,68,40,-1
1,35,57,51,-1
3,33,87,30,-1
4,58,98,75,1
6,60,41,51,1
4,86,84,70,1
2,39,94,30,-1
1,43,67,57,-1
6,61,68,61,1
4,87,45,77,-1
7,91,46,64,1
8,73,90,64,1
5,72,73,56,1
7,76,38,59,1
6,63,47,92,1
7,64,88,44,1
8,60,66,95,1
7,43,39,30,-1
8,64,98,91,1
5,70,83,49,1
1,49,39,85,-1
4,43,83,37,-1
7,63,31,71,1
2,69,86,44,-1
5,80,52,66,1
4,32,61,47,-1
5,63,98,86,1
3,65,45,45,-1
6,66,59,71,1
5,95,66,58,1
7,65,47,55,1
2,33,31,38,-1
7,82,52,50,1
8,87,74,99,1
4,71,75,39,-1
1,59,31,93,-1
2,78,80,86,-1
7,45,81,95,1
5,65,70,81,1
4,38,52,45,-1
2,69,66,67,-1
3,72,52,64,-1
3,53,32,50,-1
7,96,55,47,1
5,43,81,64,1
7,71,94,97,1
8,58,31,41,1
6,76,58,41,1
4,33,55,82,-1
5,76,57,36,1
7,37,97,61,1
8,63,51,41,1
4,59,32,53,-1
8,33,97,70,1
1,75,85,98,-1
5,37,46,74,-1
3,37,39,58,-1
1,94,79,43,-1
1,31,40,34,-1
3,33,51,46,-1
4,55,47,85,-1
7,68,38,84,1
6,57,57,57,1
6,61,45,61,1
4,30,84,91,-1
1,61,68,65,-1
6,92,38,68,1
8,63,63,35,1
5,75,96,73,1
4,91,50,51,-1
5,72,57,59,1
8,80,55,90,1
1,40,96,88,-1
4,85,55,84,1
3,37,60,34,-1
4,57,60,38,-1
1,79,92,84,-1
5,38,92,59,1
5,93,59,31,1
8,88,84,31,1
5,47,84,41,1
2,43,40,39,-1
6,85,38,98,1
8,62,79,88,1
8,96,86,53,1
7,40,42,75,1
8,91,35,63,1
7,76,98,51,1
1,58,59,72,-1
5,90,30,85,1
3,77,71,60,-1
3,92,30,83,-1
3,68,87,32,-1
1,97,58,32,-1
4,67,90,98,1
7,83,71,75,1
5,80,74,84,1
1,54,65,52,-1
6,99,37,95,1
8,77,86,87,1
1,48,81,55,-1
8,83,68,62,1
2,72,43,56,-1
4,95,87,68,1
4,61,68,92,1
5,46,52,35,-1
7,40,94,52,1
6,75,51,37,1
1,92,92,50,-1
1,97,72,96,-1
2,80,46,79,-1
8,50,87,50,1
5,42,93,70,1
3,43,96,58,-1
3,30,87,70,-1
7,50,94,33,1
1,36,50,81,-1
7,39,32,64,1
5,91,30,56,1
2,57,84,47,-1
6,78,61,90,1
7,72,39,38,1
1,53,40,57,-1
3,39,86,79,-1
6,88,44,46,1
4,78,97,74,1
6,36,85,80,1
4,68,59,34,-1
6,78,99,44,1
4,60,30,64,-1
1,83,82,66,-1
6,71,92,52,1
6,33,68,36,-1
3,32,55,80,-1
2,99,32,98,-1
5,90,43,48,1
6,43,84,66,1
6,53,74,31,1
7,83,43,39,1
4,75,98,90,1
7,69,90,33,1
7,61,74,39,1
2,50,40,47,-1
7,62,43,33,1
6,67,69,85,1
7,53,54,70,1
6,85,46,87,1
5,64,87,43,1
1,58,78,32,-1
4,73,94,58,1
7,38,48,59,1
3,54,45,49,-1
5,80,97,71,1
2,57,71,64,-1
1,42,66,60,-1
1,93,30,82,-1
2,63,48,54,-1
1,42,99,84,-1
4,45,85,62,-1
3,43,35,75,-1
7,81,44,32,1
6,63,54,93,1
5,92,35,96,1
7,67,74,45,1
4,60,78,41,-1
3,60,94,82,-1
8,43,97,63,1
1,85,58,71,-1
6,57,67,89,1
2,95,77,64,-1
6,66,31,59,1
6,61,64,97,1
7,97,70,40,1
3,69,74,90,-1
4,95,84,93,1
1,38,77,54,-1
6,32,82,91,1
5,71,66,86,1
6,33,44,75,-1
2,79,35,36,-1
3,50,94,92,-1
2,57,38,76,-1
2,69,90,54,-1
4,30,43,68,-1
3,68,65,57,-1
7,81,98,80,1
7,35,73,46,1
2,42,31,66,-1
7,63,68,82,1
5,34,93,69,1
6,38,75,90,1
4,59,78,51,-1
7,67,49,44,1
2,82,71,66,-1
5,89,97,38,1
7,32,48,47,1
5,97,84,63,1
6,59,48,80,1
3,81,42,36,-1
1,99,32,66,-1
7,97,86,62,1
2,78,69,80,-1
8,54,62,46,1
8,56,45,41,1
1,65,40,45,-1
8,97,79,43,1
7,45,79,94,1
1,82,42,88,-1
7,31,43,72,1
2,88,85,79,-1
4,36,93,84,-1
8,74,91,75,1
1,36,66,93,-1
2,66,30,44,-1
4,43,67,32,-1
3,66,83,52,-1
6,98,50,82,1
8,61,54,65,1
3,43,52,99,-1
2,81,60,72,-1
3,92,91,79,1
1,60,81,53,-1
1,68,86,36,-1
4,63,50,67,-1
3,72,57,63,-1
5,30,74,74,-1
4,65,88,65,1
5,99,45,57,1
6,32,78,56,1
2,35,43,39,-1
7,93,42,40,1
8,96,76,39,1
1,41,64,71,-1
8,96,47,32,1
3,81,76,99,1
4,40,92,96,1
2,41,92,63,-1
3,76,98,96,1
8,79,35,48,1
5,95,34,57,1
1,93,81,73,-1
2,75,75,63,-1
5,42,74,55,-1
3,83,47,51,-1
3,44,55,80,-1
1,89,93,37,-1
2,44,79,36,-1
1,32,85,70,-1
7,45,57,55,1
8,53,49,34,1
7,32,74,49,1
8,60,58,73,1
7,31,78,56,1
4,52,61,99,-1
1,98,49,44,-1
6,42,85,36,1
2,32,79,84,-1
6,47,33,79,-1
8,63,39,60,1
5,41,45,83,-1
1,75,32,92,-1
2,41,33,88,-1
7,69,42,60,1
1,80,90,45,-1
1,99,67,44,-1
4,76,36,78,-1
3,30,40,36,-1
5,93,69,72,1
6,61,72,70,1
7,51,37,64,1
8,39,63,83,1
1,79,99,84,-1
2,86,99,66,-1
